Percent Bachelors,County,State,Year
20.2,Stafford County,Virginia,2015
22.9,York County,Virginia,2015
27.1,Alexandria city,Virginia,2015
20.1,Chesapeake city,Virginia,2015
16.5,Hampton city,Virginia,2015
19.2,Lynchburg city,Virginia,2015
15.5,Newport News city,Virginia,2015
15.8,Norfolk city,Virginia,2015
15.1,Portsmouth city,Virginia,2015
23.1,Richmond city,Virginia,2015
13.5,Roanoke city,Virginia,2015
16.3,Suffolk city,Virginia,2015
21.6,Virginia Beach city,Virginia,2015
19.1,Benton County,Washington,2015
14,Chelan County,Washington,2015
16.7,Clallam County,Washington,2015
18.3,Clark County,Washington,2015
9.6,Cowlitz County,Washington,2015
11.8,Franklin County,Washington,2015
10.8,Grant County,Washington,2015
11.7,Grays Harbor County,Washington,2015
22.2,Island County,Washington,2015
30.9,King County,Washington,2015
20,Kitsap County,Washington,2015
10.5,Lewis County,Washington,2015
17.2,Pierce County,Washington,2015
15.8,Skagit County,Washington,2015
22.3,Snohomish County,Washington,2015
17.8,Spokane County,Washington,2015
20,Thurston County,Washington,2015
21.3,Whatcom County,Washington,2015
9.8,Yakima County,Washington,2015
10.8,Berkeley County,West Virginia,2015
14.4,Cabell County,West Virginia,2015
13.8,Harrison County,West Virginia,2015
14.3,Kanawha County,West Virginia,2015
20.4,Monongalia County,West Virginia,2015
10.1,Raleigh County,West Virginia,2015
23.8,Davidson County,Tennessee,2015
11.2,Greene County,Tennessee,2015
18.8,Hamilton County,Tennessee,2015
20.7,Knox County,Tennessee,2015
17.3,Madison County,Tennessee,2015
14.7,Maury County,Tennessee,2015
17,Montgomery County,Tennessee,2015
18.7,Putnam County,Tennessee,2015
10.8,Robertson County,Tennessee,2015
20.5,Rutherford County,Tennessee,2015
12.8,Sevier County,Tennessee,2015
18,Shelby County,Tennessee,2015
15,Sullivan County,Tennessee,2015
18.7,Sumner County,Tennessee,2015
17.9,Washington County,Tennessee,2015
35.9,Williamson County,Tennessee,2015
21.8,Wilson County,Tennessee,2015
9.8,Angelina County,Texas,2015
10.8,Bastrop County,Texas,2015
17.7,Bell County,Texas,2015
17.2,Bexar County,Texas,2015
9.5,Bowie County,Texas,2015
19.9,Brazoria County,Texas,2015
22.5,Brazos County,Texas,2015
11,Cameron County,Texas,2015
32.6,Collin County,Texas,2015
22.1,Comal County,Texas,2015
9.2,Coryell County,Texas,2015
19.2,Dallas County,Texas,2015
28.6,Denton County,Texas,2015
12.1,Ector County,Texas,2015
16.4,Ellis County,Texas,2015
16.2,El Paso County,Texas,2015
27.6,Fort Bend County,Texas,2015
20.6,Galveston County,Texas,2015
12.8,Grayson County,Texas,2015
15,Gregg County,Texas,2015
16.3,Guadalupe County,Texas,2015
19,Harris County,Texas,2015
12.2,Harrison County,Texas,2015
24.3,Hays County,Texas,2015
14.1,Henderson County,Texas,2015
12,Hidalgo County,Texas,2015
12.2,Hunt County,Texas,2015
12.7,Jefferson County,Texas,2015
13.4,Johnson County,Texas,2015
13.7,Kaufman County,Texas,2015
7,Liberty County,Texas,2015
16.2,Lubbock County,Texas,2015
15.1,McLennan County,Texas,2015
18.6,Midland County,Texas,2015
21.5,Montgomery County,Texas,2015
14.8,Nacogdoches County,Texas,2015
13.7,Nueces County,Texas,2015
12.4,Orange County,Texas,2015
18.4,Parker County,Texas,2015
11.5,Potter County,Texas,2015
21.2,Randall County,Texas,2015
27,Rockwall County,Texas,2015
13.3,San Patricio County,Texas,2015
16.5,Smith County,Texas,2015
21,Tarrant County,Texas,2015
15.3,Taylor County,Texas,2015
16.6,Tom Green County,Texas,2015
30.6,Travis County,Texas,2015
14.8,Victoria County,Texas,2015
17.3,Walker County,Texas,2015
15.2,Caddo Parish,Louisiana,2015
14.7,Calcasieu Parish,Louisiana,2015
21.8,East Baton Rouge Parish,Louisiana,2015
7.3,Iberia Parish,Louisiana,2015
17.4,Jefferson Parish,Louisiana,2015
21.1,Lafayette Parish,Louisiana,2015
11.9,Lafourche Parish,Louisiana,2015
15.5,Livingston Parish,Louisiana,2015
20.4,Orleans Parish,Louisiana,2015
17.4,Ouachita Parish,Louisiana,2015
10.8,Rapides Parish,Louisiana,2015
9.2,St. Landry Parish,Louisiana,2015
20.3,St. Tammany Parish,Louisiana,2015
13.7,Tangipahoa Parish,Louisiana,2015
12,Terrebonne Parish,Louisiana,2015
13.5,Androscoggin County,Maine,2015
12.3,Aroostook County,Maine,2015
29.4,Cumberland County,Maine,2015
17.6,Kennebec County,Maine,2015
15.8,Penobscot County,Maine,2015
21.8,York County,Maine,2015
9.4,Allegany County,Maryland,2015
21.7,Anne Arundel County,Maryland,2015
22.2,Baltimore County,Maryland,2015
18,Calvert County,Maryland,2015
21.6,Carroll County,Maryland,2015
13,Cecil County,Maryland,2015
15.8,Charles County,Maryland,2015
22.2,Frederick County,Maryland,2015
20.9,Harford County,Maryland,2015
30.3,Howard County,Maryland,2015
27.1,Montgomery County,Maryland,2015
18.9,Prince George's County,Maryland,2015
20.4,St. Mary's County,Maryland,2015
12.7,Washington County,Maryland,2015
15.1,Wicomico County,Maryland,2015
16.6,Baltimore city,Maryland,2015
23.5,Barnstable County,Massachusetts,2015
18.4,Berkshire County,Massachusetts,2015
16.8,Bristol County,Massachusetts,2015
22.7,Essex County,Massachusetts,2015
19.2,Franklin County,Massachusetts,2015
15.5,Hampden County,Massachusetts,2015
23.6,Hampshire County,Massachusetts,2015
26.2,Middlesex County,Massachusetts,2015
28.2,Norfolk County,Massachusetts,2015
23,Plymouth County,Massachusetts,2015
24.3,Suffolk County,Massachusetts,2015
21,Worcester County,Massachusetts,2015
14.3,Allegan County,Michigan,2015
12.2,Bay County,Michigan,2015
16.8,Berrien County,Michigan,2015
13.6,Calhoun County,Michigan,2015
20.8,Clinton County,Michigan,2015
17,Eaton County,Michigan,2015
13.5,Genesee County,Michigan,2015
20.3,Grand Traverse County,Michigan,2015
21.8,Ingham County,Michigan,2015
14.6,Isabella County,Michigan,2015
15.2,Jackson County,Michigan,2015
22.5,Kalamazoo County,Michigan,2015
22.9,Kent County,Michigan,2015
13,Lapeer County,Michigan,2015
12.4,Lenawee County,Michigan,2015
20.5,Livingston County,Michigan,2015
15.1,Macomb County,Michigan,2015
20.6,Marquette County,Michigan,2015
20.8,Midland County,Michigan,2015
12.2,Monroe County,Michigan,2015
13.3,Muskegon County,Michigan,2015
25.6,Oakland County,Michigan,2015
20.9,Ottawa County,Michigan,2015
12.6,Saginaw County,Michigan,2015
11.6,St. Clair County,Michigan,2015
11.7,Shiawassee County,Michigan,2015
14.1,Van Buren County,Michigan,2015
26.8,Washtenaw County,Michigan,2015
13.9,Wayne County,Michigan,2015
20.7,Anoka County,Minnesota,2015
21.6,Blue Earth County,Minnesota,2015
30,Carver County,Minnesota,2015
29,Dakota County,Minnesota,2015
30.5,Hennepin County,Minnesota,2015
23,Olmsted County,Minnesota,2015
25,Ramsey County,Minnesota,2015
18.4,Rice County,Minnesota,2015
18.4,St. Louis County,Minnesota,2015
26.6,Scott County,Minnesota,2015
19.3,Sherburne County,Minnesota,2015
17.9,Stearns County,Minnesota,2015
27.6,Washington County,Minnesota,2015
19.2,Wright County,Minnesota,2015
16,DeSoto County,Mississippi,2015
15.4,Forrest County,Mississippi,2015
14.2,Harrison County,Mississippi,2015
15.4,Hinds County,Mississippi,2015
10.6,Jackson County,Mississippi,2015
11.6,Jones County,Mississippi,2015
9.8,Lauderdale County,Mississippi,2015
14.7,Lee County,Mississippi,2015
26.6,Madison County,Mississippi,2015
18.2,Rankin County,Mississippi,2015
27.4,Boone County,Missouri,2015
13.6,Buchanan County,Missouri,2015
18.2,Cape Girardeau County,Missouri,2015
17.7,Cass County,Missouri,2015
15.4,Christian County,Missouri,2015
21.7,Clay County,Missouri,2015
21.4,Cole County,Missouri,2015
14.1,Franklin County,Missouri,2015
19.7,Greene County,Missouri,2015
19.1,Jackson County,Missouri,2015
16,Jasper County,Missouri,2015
11.8,Jefferson County,Missouri,2015
25.4,Platte County,Missouri,2015
21.8,St. Charles County,Missouri,2015
9.8,St. Francois County,Missouri,2015
24.4,St. Louis County,Missouri,2015
19.4,St. Louis city,Missouri,2015
17.9,Cascade County,Montana,2015
20,Flathead County,Montana,2015
31.9,Gallatin County,Montana,2015
24.9,Lewis and Clark County,Montana,2015
24.7,Missoula County,Montana,2015
21.1,Yellowstone County,Montana,2015
24.8,Douglas County,Nebraska,2015
23.3,Lancaster County,Nebraska,2015
23.9,Sarpy County,Nebraska,2015
15.5,Clark County,Nevada,2015
18.4,Washoe County,Nevada,2015
18.8,Cheshire County,New Hampshire,2015
18,Grafton County,New Hampshire,2015
23.2,Hillsborough County,New Hampshire,2015
19.7,Merrimack County,New Hampshire,2015
25.9,Rockingham County,New Hampshire,2015
23.3,Strafford County,New Hampshire,2015
19,Atlantic County,New Jersey,2015
30.4,Bergen County,New Jersey,2015
24.1,Burlington County,New Jersey,2015
20.2,Camden County,New Jersey,2015
19.7,Cape May County,New Jersey,2015
10.1,Cumberland County,New Jersey,2015
21,Essex County,New Jersey,2015
19.7,Gloucester County,New Jersey,2015
25.1,Hudson County,New Jersey,2015
31.6,Hunterdon County,New Jersey,2015
19.8,Mercer County,New Jersey,2015
24.4,Middlesex County,New Jersey,2015
26.6,Monmouth County,New Jersey,2015
29.5,Morris County,New Jersey,2015
18.7,Ocean County,New Jersey,2015
16.5,Passaic County,New Jersey,2015
14.3,Salem County,New Jersey,2015
30.1,Somerset County,New Jersey,2015
25.1,Sussex County,New Jersey,2015
19.6,Union County,New Jersey,2015
21.2,Warren County,New Jersey,2015
16.8,Bernalillo County,New Mexico,2015
11.1,Chaves County,New Mexico,2015
14.9,Do?a Ana County,New Mexico,2015
10.3,Lea County,New Mexico,2015
5.3,McKinley County,New Mexico,2015
8.9,Otero County,New Mexico,2015
17.1,Sandoval County,New Mexico,2015
7.3,San Juan County,New Mexico,2015
19.1,Santa Fe County,New Mexico,2015
9.7,Valencia County,New Mexico,2015
19.9,Albany County,New York,2015
13.3,Bronx County,New York,2015
15,Broome County,New York,2015
10.2,Cattaraugus County,New York,2015
12.3,Cayuga County,New York,2015
12.3,Chautauqua County,New York,2015
12.7,Chemung County,New York,2015
9.4,Clinton County,New York,2015
18.7,Dutchess County,New York,2015
18.1,Erie County,New York,2015
13.3,Jefferson County,New York,2015
21.5,Kings County,New York,2015
13.9,Livingston County,New York,2015
14.6,Madison County,New York,2015
20.7,Monroe County,New York,2015
24.2,Nassau County,New York,2015
32.2,New York County,New York,2015
12.5,Niagara County,New York,2015
14,Oneida County,New York,2015
20.9,Onondaga County,New York,2015
16.9,Ontario County,New York,2015
17.6,Orange County,New York,2015
10.3,Oswego County,New York,2015
21.3,Putnam County,New York,2015
20,Queens County,New York,2015
15.1,Rensselaer County,New York,2015
18.6,Richmond County,New York,2015
21.1,Rockland County,New York,2015
12.2,St. Lawrence County,New York,2015
23.2,Saratoga County,New York,2015
18.4,Schenectady County,New York,2015
13.5,Steuben County,New York,2015
19,Suffolk County,New York,2015
11.5,Sullivan County,New York,2015
25,Tompkins County,New York,2015
16.9,Ulster County,New York,2015
13.7,Warren County,New York,2015
11.5,Wayne County,New York,2015
23.8,Westchester County,New York,2015
16.7,Alamance County,North Carolina,2015
18.1,Brunswick County,North Carolina,2015
22.6,Buncombe County,North Carolina,2015
10.9,Burke County,North Carolina,2015
20.1,Cabarrus County,North Carolina,2015
8.8,Caldwell County,North Carolina,2015
18.8,Carteret County,North Carolina,2015
15.2,Catawba County,North Carolina,2015
20.3,Chatham County,North Carolina,2015
7.7,Cleveland County,North Carolina,2015
15.9,Craven County,North Carolina,2015
16.7,Cumberland County,North Carolina,2015
15.6,Davidson County,North Carolina,2015
24.3,Durham County,North Carolina,2015
22.1,Forsyth County,North Carolina,2015
13,Gaston County,North Carolina,2015
21.9,Guilford County,North Carolina,2015
13,Harnett County,North Carolina,2015
19.8,Henderson County,North Carolina,2015
18.5,Iredell County,North Carolina,2015
14.3,Johnston County,North Carolina,2015
13.4,Lincoln County,North Carolina,2015
28.1,Mecklenburg County,North Carolina,2015
19.2,Moore County,North Carolina,2015
12.2,Nash County,North Carolina,2015
24,New Hanover County,North Carolina,2015
15.5,Onslow County,North Carolina,2015
24.4,Orange County,North Carolina,2015
20.2,Pitt County,North Carolina,2015
10.3,Randolph County,North Carolina,2015
9.5,Robeson County,North Carolina,2015
10,Rockingham County,North Carolina,2015
12.4,Rowan County,North Carolina,2015
10,Rutherford County,North Carolina,2015
11.2,Surry County,North Carolina,2015
24.4,Union County,North Carolina,2015
31.8,Wake County,North Carolina,2015
14.5,Wayne County,North Carolina,2015
9.6,Wilkes County,North Carolina,2015
15.4,Wilson County,North Carolina,2015
26.8,Burleigh County,North Dakota,2015
24.4,Cass County,North Dakota,2015
23.8,Grand Forks County,North Dakota,2015
23.8,Ward County,North Dakota,2015
11.2,Allen County,Ohio,2015
8.5,Ashtabula County,Ohio,2015
11.9,Athens County,Ohio,2015
11.2,Belmont County,Ohio,2015
18.8,Butler County,Ohio,2015
10.9,Clark County,Ohio,2015
12.9,Wood County,West Virginia,2015
20.6,Brown County,Wisconsin,2015
29.1,Dane County,Wisconsin,2015
12,Dodge County,Wisconsin,2015
21.3,Eau Claire County,Wisconsin,2015
15.4,Fond du Lac County,Wisconsin,2015
15.9,Jefferson County,Wisconsin,2015
16,Kenosha County,Wisconsin,2015
19.7,La Crosse County,Wisconsin,2015
14.9,Manitowoc County,Wisconsin,2015
17,Marathon County,Wisconsin,2015
19.3,Milwaukee County,Wisconsin,2015
21.2,Outagamie County,Wisconsin,2015
30.4,Ozaukee County,Wisconsin,2015
21.2,Portage County,Wisconsin,2015
16,Racine County,Wisconsin,2015
14.7,Rock County,Wisconsin,2015
21.9,St. Croix County,Wisconsin,2015
15.8,Sheboygan County,Wisconsin,2015
17.1,Walworth County,Wisconsin,2015
21.3,Washington County,Wisconsin,2015
27.9,Waukesha County,Wisconsin,2015
18.5,Winnebago County,Wisconsin,2015
14.4,Wood County,Wisconsin,2015
17,Laramie County,Wyoming,2015
13.9,Natrona County,Wyoming,2015
17.3,Arecibo Municipio,Puerto Rico,2015
19.3,Caguas Municipio,Puerto Rico,2015
21.5,Carolina Municipio,Puerto Rico,2015
28,Guaynabo Municipio,Puerto Rico,2015
17.8,Ponce Municipio,Puerto Rico,2015
19.9,San Juan Municipio,Puerto Rico,2015
25.9,Toa Alta Municipio,Puerto Rico,2015
21.9,Toa Baja Municipio,Puerto Rico,2015
26.5,Trujillo Alto Municipio,Puerto Rico,2015
21.4,Bayamón Municipio,Puerto Rico,2015
16.6,Mayagüez Municipio,Puerto Rico,2015
19,United States,,2015
17.4,Baldwin County,Alabama,2016
9.3,Calhoun County,Alabama,2016
11.4,Cullman County,Alabama,2016
6.8,DeKalb County,Alabama,2016
15.8,Elmore County,Alabama,2016
9.7,Etowah County,Alabama,2016
13.1,Houston County,Alabama,2016
20.0,Jefferson County,Alabama,2016
14.3,Lauderdale County,Alabama,2016
19.7,Lee County,Alabama,2016
14.5,Limestone County,Alabama,2016
23.8,Madison County,Alabama,2016
11.0,Marshall County,Alabama,2016
15.8,Mobile County,Alabama,2016
18.9,Montgomery County,Alabama,2016
13.2,Morgan County,Alabama,2016
12.2,St. Clair County,Alabama,2016
27.7,Shelby County,Alabama,2016
9.8,Talladega County,Alabama,2016
17.1,Tuscaloosa County,Alabama,2016
6.7,Walker County,Alabama,2016
23.3,Anchorage Municipality,Alaska,2016
21.8,Fairbanks North Star Borough,Alaska,2016
12.7,Matanuska-Susitna Borough,Alaska,2016
6.9,Apache County,Arizona,2016
15.5,Cochise County,Arizona,2016
20.5,Coconino County,Arizona,2016
20.4,Maricopa County,Arizona,2016
7.3,Mohave County,Arizona,2016
8.6,Navajo County,Arizona,2016
18.0,Pima County,Arizona,2016
13.1,Pinal County,Arizona,2016
13.7,Yavapai County,Arizona,2016
10.2,Yuma County,Arizona,2016
22.2,Benton County,Arkansas,2016
15.3,Craighead County,Arkansas,2016
17.1,Faulkner County,Arkansas,2016
12.5,Garland County,Arkansas,2016
12.4,Jefferson County,Arkansas,2016
13.6,Lonoke County,Arkansas,2016
21.0,Pulaski County,Arkansas,2016
18.5,Saline County,Arkansas,2016
11.7,Sebastian County,Arkansas,2016
18.2,Washington County,Arkansas,2016
10.7,White County,Arkansas,2016
26.3,Alameda County,California,2016
15.5,Butte County,California,2016
25.8,Contra Costa County,California,2016
21.1,El Dorado County,California,2016
13.2,Fresno County,California,2016
20.3,Humboldt County,California,2016
9.5,Imperial County,California,2016
11.2,Kern County,California,2016
7.9,Kings County,California,2016
10.0,Lake County,California,2016
20.5,Los Angeles County,California,2016
7.8,Madera County,California,2016
34.5,Marin County,California,2016
14.8,Mendocino County,California,2016
8.2,Merced County,California,2016
14.9,Monterey County,California,2016
22.6,Napa County,California,2016
23.8,Nevada County,California,2016
25.9,Orange County,California,2016
25.8,Placer County,California,2016
13.8,Riverside County,California,2016
19.3,Sacramento County,California,2016
13.2,San Bernardino County,California,2016
23.3,San Diego County,California,2016
34.1,San Francisco County,California,2016
11.4,San Joaquin County,California,2016
23.3,San Luis Obispo County,California,2016
29.3,San Mateo County,California,2016
18.6,Santa Barbara County,California,2016
12.2,LaSalle County,Illinois,2016
23.4,McHenry County,Illinois,2016
27.4,McLean County,Illinois,2016
13.0,Macon County,Illinois,2016
16.5,Madison County,Illinois,2016
19.2,Peoria County,Illinois,2016
16.0,Rock Island County,Illinois,2016
16.4,St. Clair County,Illinois,2016
22.0,Sangamon County,Illinois,2016
17.0,Tazewell County,Illinois,2016
9.8,Vermilion County,Illinois,2016
22.2,Will County,Illinois,2016
15.0,Williamson County,Illinois,2016
14.2,Winnebago County,Illinois,2016
19.3,Allen County,Indiana,2016
18.9,Bartholomew County,Indiana,2016
13.2,Clark County,Indiana,2016
12.5,Delaware County,Indiana,2016
12.3,Elkhart County,Indiana,2016
17.9,Floyd County,Indiana,2016
9.3,Grant County,Indiana,2016
37.0,Hamilton County,Indiana,2016
21.7,Hancock County,Indiana,2016
23.7,Hendricks County,Indiana,2016
12.9,Howard County,Indiana,2016
20.2,Johnson County,Indiana,2016
12.5,Kosciusko County,Indiana,2016
14.3,Lake County,Indiana,2016
12.1,LaPorte County,Indiana,2016
11.6,Madison County,Indiana,2016
19.9,Marion County,Indiana,2016
24.0,Monroe County,Indiana,2016
10.5,Morgan County,Indiana,2016
16.8,Porter County,Indiana,2016
17.1,St. Joseph County,Indiana,2016
21.4,Tippecanoe County,Indiana,2016
15.8,Vanderburgh County,Indiana,2016
15.8,Vigo County,Indiana,2016
10.1,Wayne County,Indiana,2016
18.4,Black Hawk County,Iowa,2016
32.6,Dallas County,Iowa,2016
18.7,Dubuque County,Iowa,2016
28.1,Johnson County,Iowa,2016
25.2,Linn County,Iowa,2016
24.3,Polk County,Iowa,2016
14.1,Pottawattamie County,Iowa,2016
19.0,Scott County,Iowa,2016
31.5,Story County,Iowa,2016
14.0,Woodbury County,Iowa,2016
19.7,Butler County,Kansas,2016
28.4,Douglas County,Kansas,2016
34.6,Johnson County,Kansas,2016
16.5,Leavenworth County,Kansas,2016
25.1,Riley County,Kansas,2016
20.1,Sedgwick County,Kansas,2016
17.2,Shawnee County,Kansas,2016
12.6,Wyandotte County,Kansas,2016
20.5,Boone County,Kentucky,2016
9.1,Bullitt County,Kentucky,2016
24.4,Campbell County,Kentucky,2016
8.7,Christian County,Kentucky,2016
14.2,Daviess County,Kentucky,2016
24.5,Fayette County,Kentucky,2016
13.0,Hardin County,Kentucky,2016
19.1,Jefferson County,Kentucky,2016
28.1,Santa Clara County,California,2016
23.1,Santa Cruz County,California,2016
14.9,Shasta County,California,2016
17.8,Solano County,California,2016
21.4,Sonoma County,California,2016
11.2,Stanislaus County,California,2016
11.7,Sutter County,California,2016
8.8,Tulare County,California,2016
20.4,Ventura County,California,2016
21.1,Yolo County,California,2016
13.8,Yuba County,California,2016
15.8,Adams County,Colorado,2016
26.3,Arapahoe County,Colorado,2016
32.4,Boulder County,Colorado,2016
31.5,Broomfield County,Colorado,2016
28.9,Denver County,Colorado,2016
37.0,Douglas County,Colorado,2016
23.5,El Paso County,Colorado,2016
28.2,Jefferson County,Colorado,2016
27.4,Larimer County,Colorado,2016
15.9,Mesa County,Colorado,2016
13.7,Pueblo County,Colorado,2016
19.1,Weld County,Colorado,2016
26.9,Fairfield County,Connecticut,2016
21.4,Hartford County,Connecticut,2016
22.0,Litchfield County,Connecticut,2016
25.3,Middlesex County,Connecticut,2016
18.6,New Haven County,Connecticut,2016
18.2,New London County,Connecticut,2016
22.7,Tolland County,Connecticut,2016
14.1,Windham County,Connecticut,2016
14.1,Kent County,Delaware,2016
20.6,New Castle County,Delaware,2016
16.1,Sussex County,Delaware,2016
24.0,District of Columbia,District of Columbia,2016
19.5,Alachua County,Florida,2016
15.5,Bay County,Florida,2016
18.6,Brevard County,Florida,2016
19.3,Broward County,Florida,2016
14.8,Charlotte County,Florida,2016
12.8,Citrus County,Florida,2016
16.1,Clay County,Florida,2016
19.6,Collier County,Florida,2016
9.1,Columbia County,Florida,2016
20.2,Duval County,Florida,2016
17.3,Escambia County,Florida,2016
12.9,Flagler County,Florida,2016
12.6,Hernando County,Florida,2016
8.5,Highlands County,Florida,2016
20.7,Hillsborough County,Florida,2016
16.9,Indian River County,Florida,2016
13.5,Lake County,Florida,2016
18.2,Lee County,Florida,2016
26.7,Leon County,Florida,2016
17.4,Manatee County,Florida,2016
11.8,Marion County,Florida,2016
18.3,Martin County,Florida,2016
17.7,Miami-Dade County,Florida,2016
21.8,Monroe County,Florida,2016
18.8,Nassau County,Florida,2016
18.1,Okaloosa County,Florida,2016
22.5,Orange County,Florida,2016
14.4,Osceola County,Florida,2016
21.8,Palm Beach County,Florida,2016
15.6,Pasco County,Florida,2016
19.2,Pinellas County,Florida,2016
13.3,Polk County,Florida,2016
8.7,Putnam County,Florida,2016
27.3,St. Johns County,Florida,2016
13.9,St. Lucie County,Florida,2016
17.6,Santa Rosa County,Florida,2016
20.2,Sarasota County,Florida,2016
24.1,Seminole County,Florida,2016
15.4,Sumter County,Florida,2016
15.7,Volusia County,Florida,2016
19.5,Walton County,Florida,2016
11.1,Barrow County,Georgia,2016
13.7,Bartow County,Georgia,2016
14.9,Bibb County,Georgia,2016
14.3,Bulloch County,Georgia,2016
13.3,Carroll County,Georgia,2016
16.8,Catoosa County,Georgia,2016
20.9,Chatham County,Georgia,2016
26.7,Cherokee County,Georgia,2016
18.1,Clarke County,Georgia,2016
13.7,Clayton County,Georgia,2016
29.7,Cobb County,Georgia,2016
21.0,Columbia County,Georgia,2016
20.2,Coweta County,Georgia,2016
24.7,DeKalb County,Georgia,2016
12.5,Dougherty County,Georgia,2016
17.2,Douglas County,Georgia,2016
29.5,Fayette County,Georgia,2016
13.8,Floyd County,Georgia,2016
33.9,Forsyth County,Georgia,2016
30.2,Fulton County,Georgia,2016
18.5,Glynn County,Georgia,2016
22.7,Gwinnett County,Georgia,2016
13.2,Hall County,Georgia,2016
16.9,Henry County,Georgia,2016
16.9,Houston County,Georgia,2016
12.5,Liberty County,Georgia,2016
13.9,Lowndes County,Georgia,2016
16.2,Muscogee County,Georgia,2016
10.8,Newton County,Georgia,2016
16.5,Paulding County,Georgia,2016
13.6,Richmond County,Georgia,2016
17.7,Rockdale County,Georgia,2016
13.5,Troup County,Georgia,2016
11.4,Walker County,Georgia,2016
15.5,Walton County,Georgia,2016
8.4,Whitfield County,Georgia,2016
19.2,Hawaii County,Hawaii,2016
22.6,Honolulu County,Hawaii,2016
21.0,Kauai County,Hawaii,2016
17.0,Maui County,Hawaii,2016
26.0,Ada County,Idaho,2016
19.7,Bannock County,Idaho,2016
20.9,Bonneville County,Idaho,2016
14.1,Canyon County,Idaho,2016
16.6,Kootenai County,Idaho,2016
14.5,Twin Falls County,Idaho,2016
16.3,Adams County,Illinois,2016
23.3,Champaign County,Illinois,2016
22.9,Cook County,Illinois,2016
19.9,DeKalb County,Illinois,2016
30.2,DuPage County,Illinois,2016
21.2,Kane County,Illinois,2016
11.4,Kankakee County,Illinois,2016
22.4,Kendall County,Illinois,2016
26.0,Lake County,Illinois,2016
18.8,Grand Traverse County,Michigan,2016
20.1,Ingham County,Michigan,2016
16.7,Isabella County,Michigan,2016
15.2,Jackson County,Michigan,2016
21.7,Kalamazoo County,Michigan,2016
23.2,Kent County,Michigan,2016
11.6,Lapeer County,Michigan,2016
13.7,Lenawee County,Michigan,2016
23.1,Livingston County,Michigan,2016
16.7,Macomb County,Michigan,2016
22.9,Marquette County,Michigan,2016
21.0,Midland County,Michigan,2016
13.4,Monroe County,Michigan,2016
11.3,Muskegon County,Michigan,2016
26.4,Oakland County,Michigan,2016
21.7,Ottawa County,Michigan,2016
14.3,Saginaw County,Michigan,2016
10.6,St. Clair County,Michigan,2016
10.6,Shiawassee County,Michigan,2016
13.4,Van Buren County,Michigan,2016
25.5,Washtenaw County,Michigan,2016
13.7,Wayne County,Michigan,2016
19.0,Anoka County,Minnesota,2016
21.5,Blue Earth County,Minnesota,2016
35.5,Carver County,Minnesota,2016
28.3,Dakota County,Minnesota,2016
31.2,Hennepin County,Minnesota,2016
26.1,Olmsted County,Minnesota,2016
24.7,Ramsey County,Minnesota,2016
15.2,Rice County,Minnesota,2016
18.0,St. Louis County,Minnesota,2016
29.3,Scott County,Minnesota,2016
18.3,Sherburne County,Minnesota,2016
18.6,Stearns County,Minnesota,2016
27.1,Washington County,Minnesota,2016
21.7,Wright County,Minnesota,2016
16.6,DeSoto County,Mississippi,2016
13.9,Forrest County,Mississippi,2016
13.2,Harrison County,Mississippi,2016
17.5,Hinds County,Mississippi,2016
14.5,Jackson County,Mississippi,2016
11.4,Jones County,Mississippi,2016
12.5,Lauderdale County,Mississippi,2016
14.3,Lee County,Mississippi,2016
27.6,Madison County,Mississippi,2016
19.2,Rankin County,Mississippi,2016
25.2,Boone County,Missouri,2016
14.6,Buchanan County,Missouri,2016
17.3,Cape Girardeau County,Missouri,2016
15.3,Cass County,Missouri,2016
18.2,Christian County,Missouri,2016
24.2,Clay County,Missouri,2016
20.1,Cole County,Missouri,2016
15.5,Franklin County,Missouri,2016
19.2,Greene County,Missouri,2016
19.8,Jackson County,Missouri,2016
14.8,Jasper County,Missouri,2016
13.1,Jefferson County,Missouri,2016
28.2,Platte County,Missouri,2016
25.6,St. Charles County,Missouri,2016
9.2,St. Francois County,Missouri,2016
24.9,St. Louis County,Missouri,2016
18.4,St. Louis city,Missouri,2016
17.0,Cascade County,Montana,2016
19.2,Flathead County,Montana,2016
32.8,Gallatin County,Montana,2016
23.7,Lewis and Clark County,Montana,2016
25.3,Missoula County,Montana,2016
22.1,Yellowstone County,Montana,2016
25.8,Douglas County,Nebraska,2016
25.6,Lancaster County,Nebraska,2016
26.1,Sarpy County,Nebraska,2016
15.6,Clark County,Nevada,2016
17.6,Washoe County,Nevada,2016
19.2,Cheshire County,New Hampshire,2016
21.5,Grafton County,New Hampshire,2016
24.1,Hillsborough County,New Hampshire,2016
20.5,Merrimack County,New Hampshire,2016
25.1,Rockingham County,New Hampshire,2016
21.5,Strafford County,New Hampshire,2016
18.5,Atlantic County,New Jersey,2016
30.4,Bergen County,New Jersey,2016
23.6,Burlington County,New Jersey,2016
20.1,Camden County,New Jersey,2016
20.8,Cape May County,New Jersey,2016
10.0,Cumberland County,New Jersey,2016
20.1,Essex County,New Jersey,2016
20.6,Gloucester County,New Jersey,2016
25.0,Hudson County,New Jersey,2016
29.9,Hunterdon County,New Jersey,2016
22.1,Mercer County,New Jersey,2016
25.6,Middlesex County,New Jersey,2016
26.4,Monmouth County,New Jersey,2016
31.8,Morris County,New Jersey,2016
18.7,Ocean County,New Jersey,2016
