Percent Bachelors,County,State,Year
27.9,Hudson County,New Jersey,2018
21.6,Cabarrus County,North Carolina,2018
25.4,Burleigh County,North Dakota,2018
18.7,Lake County,Ohio,2018
21.4,Summit County,Ohio,2018
12.3,Creek County,Oklahoma,2018
18.6,Lane County,Oregon,2018
13.1,Adams County,Pennsylvania,2018
23.8,Cumberland County,Pennsylvania,2018
19.7,Hamilton County,Tennessee,2018
19.5,Washington County,Tennessee,2018
27.0,Cache County,Utah,2018
11.6,Cowlitz County,Washington,2018
9.3,Raleigh County,West Virginia,2018
18.8,Arecibo Municipio,Puerto Rico,2018
17.7,Morgan County,Alabama,2018
10.1,Kings County,California,2018
13.8,Shasta County,California,2018
24.4,Leon County,Florida,2018
20.8,Pinellas County,Florida,2018
21.6,Kendall County,Illinois,2018
12.3,Bay County,Michigan,2018
13.3,Van Buren County,Michigan,2018
19.3,Washoe County,Nevada,2018
18.3,Merrimack County,New Hampshire,2018
18.7,Fairfield County,Ohio,2018
14.7,Florence County,South Carolina,2018
12.4,Angelina County,Texas,2018
17.8,Skagit County,Washington,2018
23.1,Thurston County,Washington,2018
14.2,Kanawha County,West Virginia,2018
29.7,Dane County,Wisconsin,2018
14.7,Mobile County,Alabama,2018
26.7,Contra Costa County,California,2018
13.3,Marion County,Florida,2018
17.3,Okaloosa County,Florida,2018
25.6,Seminole County,Florida,2018
22.3,Columbia County,Georgia,2018
11.0,Dougherty County,Georgia,2018
18.3,Henry County,Georgia,2018
18.4,Houston County,Georgia,2018
10.1,Vermilion County,Illinois,2018
21.8,Will County,Illinois,2018
18.9,St. Joseph County,Indiana,2018
22.2,Scott County,Iowa,2018
17.9,Penobscot County,Maine,2018
17.7,Midland County,Michigan,2018
14.9,Monroe County,Michigan,2018
18.8,Stearns County,Minnesota,2018
11.2,Valencia County,New Mexico,2018
11.7,Steuben County,New York,2018
19.8,Iredell County,North Carolina,2018
29.5,Cass County,North Dakota,2018
20.9,Ward County,North Dakota,2018
27.1,Multnomah County,Oregon,2018
14.3,Cambria County,Pennsylvania,2018
14.1,Wichita County,Texas,2018
15.7,Augusta County,Virginia,2018
21.1,Chesapeake city,Virginia,2018
17.2,Roanoke city,Virginia,2018
15.2,Cabell County,West Virginia,2018
14.6,Wood County,Wisconsin,2018
27.8,Guaynabo Municipio,Puerto Rico,2018
18.9,Limestone County,Alabama,2018
14.1,Garland County,Arkansas,2018
28.3,Larimer County,Colorado,2018
14.8,Flagler County,Florida,2018
13.1,Winnebago County,Illinois,2018
21.2,Harford County,Maryland,2018
30.2,Gallatin County,Montana,2018
10.0,Rockingham County,North Carolina,2018
11.7,Trumbull County,Ohio,2018
24.0,Butler County,Pennsylvania,2018
17.0,Erie County,Pennsylvania,2018
14.9,Luzerne County,Pennsylvania,2018
10.3,Kershaw County,South Carolina,2018
34.9,Loudoun County,Virginia,2018
21.3,Toa Alta Municipio,Puerto Rico,2018
21.0,Jefferson County,Alabama,2018
21.0,Maricopa County,Arizona,2018
12.2,Jefferson County,Arkansas,2018
14.6,White County,Arkansas,2018
21.8,San Luis Obispo County,California,2018
36.1,Broomfield County,Colorado,2018
18.4,New Haven County,Connecticut,2018
19.0,Indian River County,Florida,2018
15.3,Bibb County,Georgia,2018
26.6,DeKalb County,Georgia,2018
19.2,Glynn County,Georgia,2018
26.5,Ada County,Idaho,2018
23.0,McHenry County,Illinois,2018
17.1,Tazewell County,Illinois,2018
8.0,Grant County,Indiana,2018
21.5,Johnson County,Indiana,2018
25.6,Johnson County,Iowa,2018
16.2,Macomb County,Michigan,2018
20.0,Rice County,Minnesota,2018
23.6,Cole County,Missouri,2018
12.9,Franklin County,Missouri,2018
24.1,Strafford County,New Hampshire,2018
19.0,Onondaga County,New York,2018
20.6,Ontario County,New York,2018
14.4,Franklin County,North Carolina,2018
10.5,Rutherford County,North Carolina,2018
13.9,Wayne County,Ohio,2018
14.3,Douglas County,Oregon,2018
12.6,Franklin County,Pennsylvania,2018
16.8,York County,Pennsylvania,2018
17.0,Providence County,Rhode Island,2018
24.9,Beaufort County,South Carolina,2018
20.7,Montgomery County,Tennessee,2018
18.1,Sumner County,Tennessee,2018
11.9,Johnson County,Texas,2018
16.1,McLennan County,Texas,2018
25.8,Rockwall County,Texas,2018
11.0,San Patricio County,Texas,2018
28.6,Utah County,Utah,2018
26.6,Stafford County,Virginia,2018
29.7,Alexandria city,Virginia,2018
10.2,Yakima County,Washington,2018
23.5,Caguas Municipio,Puerto Rico,2018
26.9,Madison County,Alabama,2018
23.3,Santa Cruz County,California,2018
21.4,Martin County,Florida,2018
23.1,Honolulu County,Hawaii,2018
16.7,Kootenai County,Idaho,2018
28.0,McLean County,Illinois,2018
16.2,Rock Island County,Illinois,2018
23.1,Tippecanoe County,Indiana,2018
11.2,Wayne County,Indiana,2018
16.0,Woodbury County,Iowa,2018
16.2,McCracken County,Kentucky,2018
15.2,Ouachita Parish,Louisiana,2018
13.8,Androscoggin County,Maine,2018
30.5,Dakota County,Minnesota,2018
26.1,Ramsey County,Minnesota,2018
11.7,Chemung County,New York,2018
10.7,Northumberland County,Pennsylvania,2018
21.4,Pennington County,South Dakota,2018
15.3,Bowie County,Texas,2018
15.5,El Paso County,Texas,2018
19.2,Washington County,Utah,2018
28.7,Albemarle County,Virginia,2018
20.2,Lynchburg city,Virginia,2018
20.1,Spokane County,Washington,2018
22.6,Portage County,Wisconsin,2018
8.4,Cullman County,Alabama,2018
21.3,Los Angeles County,California,2018
27.6,Placer County,California,2018
24.1,Tolland County,Connecticut,2018
15.8,Sussex County,Delaware,2018
15.4,Bulloch County,Georgia,2018
10.0,Floyd County,Georgia,2018
14.6,Newton County,Georgia,2018
23.0,Cook County,Illinois,2018
12.1,Christian County,Kentucky,2018
22.7,Franklin County,Massachusetts,2018
17.4,Hampden County,Massachusetts,2018
11.4,Shiawassee County,Michigan,2018
22.2,Clay County,Missouri,2018
23.8,Missoula County,Montana,2018
24.0,Yellowstone County,Montana,2018
13.5,Jefferson County,New York,2018
15.7,Hancock County,Ohio,2018
14.4,Stark County,Ohio,2018
14.2,Armstrong County,Pennsylvania,2018
18.5,Ellis County,Texas,2018
19.9,Harris County,Texas,2018
6.8,Liberty County,Texas,2018
14.7,Webb County,Texas,2018
30.8,James City County,Virginia,2018
23.0,Roanoke County,Virginia,2018
17.0,Kenosha County,Wisconsin,2018
11.3,Lake County,California,2018
36.1,San Francisco County,California,2018
19.0,Weld County,Colorado,2018
15.3,Bay County,Florida,2018
11.6,Bartow County,Georgia,2018
19.0,Butler County,Kansas,2018
18.4,Leavenworth County,Kansas,2018
25.7,Riley County,Kansas,2018
22.3,Hampshire County,Massachusetts,2018
19.3,Cape Girardeau County,Missouri,2018
20.0,Albany County,New York,2018
20.0,Erie County,New York,2018
11.7,Cleveland County,North Carolina,2018
16.3,Miami County,Ohio,2018
9.1,Scioto County,Ohio,2018
24.6,Clackamas County,Oregon,2018
13.6,Pickens County,South Carolina,2018
16.2,Sullivan County,Tennessee,2018
9.5,Grays Harbor County,Washington,2018
25.9,Trujillo Alto Municipio,Puerto Rico,2018
17.9,Craighead County,Arkansas,2018
13.9,San Bernardino County,California,2018
22.7,Palm Beach County,Florida,2018
8.2,Putnam County,Florida,2018
34.0,Forsyth County,Georgia,2018
31.8,Fulton County,Georgia,2018
26.5,Lake County,Illinois,2018
19.6,Sedgwick County,Kansas,2018
14.1,Allegan County,Michigan,2018
24.2,Kent County,Michigan,2018
18.0,Cass County,Missouri,2018
24.8,St. Louis County,Missouri,2018
24.3,Burlington County,New Jersey,2018
19.3,Camden County,New Jersey,2018
13.0,Otero County,New Mexico,2018
14.4,Gaston County,North Carolina,2018
12.0,Surry County,North Carolina,2018
27.5,Montgomery County,Pennsylvania,2018
23.1,Minnehaha County,South Dakota,2018
21.6,Rutherford County,Tennessee,2018
40.5,Williamson County,Tennessee,2018
13.2,Gregg County,Texas,2018
14.4,Nacogdoches County,Texas,2018
21.4,Tarrant County,Texas,2018
15.3,Frederick County,Virginia,2018
28.7,Ozaukee County,Wisconsin,2018
29.5,Waukesha County,Wisconsin,2018
14.2,Riverside County,California,2018
28.4,Santa Clara County,California,2018
11.4,Stanislaus County,California,2018
14.4,Pueblo County,Colorado,2018
11.9,Hernando County,Florida,2018
16.5,Pasco County,Florida,2018
20.6,Sarasota County,Florida,2018
16.9,Sumter County,Florida,2018
29.6,Boone County,Indiana,2018
15.2,Lenawee County,Michigan,2018
24.6,St. Charles County,Missouri,2018
7.5,St. Francois County,Missouri,2018
25.2,Nassau County,New York,2018
18.0,Orange County,New York,2018
16.4,Onslow County,North Carolina,2018
17.1,Montgomery County,Ohio,2018
23.3,Greenville County,South Carolina,2018
11.6,Greene County,Tennessee,2018
23.3,Brazos County,Texas,2018
25.9,Hays County,Texas,2018
30.8,Fairfax County,Virginia,2018
16.9,Manatee County,Florida,2018
28.1,Cherokee County,Georgia,2018
13.8,Muscogee County,Georgia,2018
19.1,Hawaii County,Hawaii,2018
17.2,Porter County,Indiana,2018
10.9,Lafourche Parish,Louisiana,2018
16.6,Baltimore city,Maryland,2018
19.2,Rensselaer County,New York,2018
13.1,Davidson County,North Carolina,2018
19.5,Licking County,Ohio,2018
17.5,Jackson County,Oregon,2018
12.6,Indiana County,Pennsylvania,2018
15.1,Anderson County,South Carolina,2018
10.8,Ector County,Texas,2018
18.1,Smith County,Texas,2018
13.9,Victoria County,Texas,2018
17.4,Walworth County,Wisconsin,2018
7.9,Walker County,Alabama,2018
20.6,Benton County,Arkansas,2018
12.9,Sutter County,California,2018
16.9,Adams County,Colorado,2018
19.8,Monroe County,Florida,2018
23.4,Orange County,Florida,2018
22.8,Coweta County,Georgia,2018
12.2,LaSalle County,Illinois,2018
23.8,Linn County,Iowa,2018
22.6,Blue Earth County,Minnesota,2018
13.7,Harrison County,Mississippi,2018
18.9,Hinds County,Mississippi,2018
14.5,Jefferson County,Missouri,2018
22.2,Grafton County,New Hampshire,2018
12.0,Chautauqua County,New York,2018
20.6,Forsyth County,North Carolina,2018
17.6,Clermont County,Ohio,2018
35.0,Delaware County,Ohio,2018
25.3,Franklin County,Ohio,2018
23.7,Medina County,Ohio,2018
12.1,Bradley County,Tennessee,2018
15.5,Bastrop County,Texas,2018
14.3,Nueces County,Texas,2018
17.8,Benton County,Washington,2018
21.1,Whatcom County,Washington,2018
6.6,Apache County,Arizona,2018
9.7,Mohave County,Arizona,2018
18.5,Pima County,Arizona,2018
19.5,Washington County,Arkansas,2018
18.7,Solano County,California,2018
25.9,District of Columbia,District of Columbia,2018
27.7,St. Johns County,Florida,2018
11.6,Twin Falls County,Idaho,2018
14.0,Macon County,Illinois,2018
14.8,Vigo County,Indiana,2018
22.5,Campbell County,Kentucky,2018
14.9,Calcasieu Parish,Louisiana,2018
8.7,St. Landry Parish,Louisiana,2018
24.5,Plymouth County,Massachusetts,2018
16.4,Christian County,Missouri,2018
22.5,Lewis and Clark County,Montana,2018
6.4,Lea County,New Mexico,2018
10.7,Tuscarawas County,Ohio,2018
12.7,Pottawatomie County,Oklahoma,2018
23.4,York County,South Carolina,2018
18.0,Taylor County,Texas,2018
13.7,Walker County,Texas,2018
34.0,Chittenden County,Vermont,2018
10.6,Portsmouth city,Virginia,2018
13.3,Wood County,West Virginia,2018
15.9,Natrona County,Wyoming,2018
12.2,Etowah County,Alabama,2018
20.2,Lee County,Alabama,2018
22.9,Anchorage Municipality,Alaska,2018
31.2,Denver County,Colorado,2018
22.6,Collier County,Florida,2018
19.9,Miami-Dade County,Florida,2018
20.8,Marion County,Indiana,2018
26.9,Douglas County,Kansas,2018
15.2,Livingston Parish,Louisiana,2018
20.0,Clinton County,Michigan,2018
14.2,Jackson County,Mississippi,2018
12.7,Clinton County,New York,2018
32.1,New York County,New York,2018
23.5,Saratoga County,New York,2018
18.7,Alamance County,North Carolina,2018
15.4,Johnston County,North Carolina,2018
26.6,Orange County,North Carolina,2018
26.9,Union County,North Carolina,2018
23.3,Grand Forks County,North Dakota,2018
18.7,Butler County,Ohio,2018
22.8,Deschutes County,Oregon,2018
9.2,Clearfield County,Pennsylvania,2018
18.7,Lancaster County,South Carolina,2018
15.4,Blount County,Tennessee,2018
31.5,Denton County,Texas,2018
10.6,Potter County,Texas,2018
32.3,Travis County,Texas,2018
26.1,Davis County,Utah,2018
35.5,Arlington County,Virginia,2018
17.4,Montgomery County,Alabama,2018
23.1,San Diego County,California,2018
12.4,San Joaquin County,California,2018
13.5,Kent County,Delaware,2018
14.0,St. Lucie County,Florida,2018
13.1,Lowndes County,Georgia,2018
19.2,Adams County,Illinois,2018
23.6,DeKalb County,Illinois,2018
13.3,Williamson County,Illinois,2018
24.9,Hendricks County,Indiana,2018
14.6,Pottawattamie County,Iowa,2018
23.2,Frederick County,Maryland,2018
19.3,Prince George's County,Maryland,2018
18.7,Eaton County,Michigan,2018
13.8,Jackson County,Michigan,2018
13.1,Muskegon County,Michigan,2018
23.1,Ottawa County,Michigan,2018
22.8,Anoka County,Minnesota,2018
25.8,Douglas County,Nebraska,2018
26.3,Lancaster County,Nebraska,2018
20.8,Cheshire County,New Hampshire,2018
9.8,Cumberland County,New Jersey,2018
19.0,Santa Fe County,New Mexico,2018
17.9,Cumberland County,North Carolina,2018
13.8,Lebanon County,Pennsylvania,2018
25.9,Davidson County,Tennessee,2018
20.0,Dallas County,Texas,2018
21.7,Galveston County,Texas,2018
24.3,Prince William County,Virginia,2018
26.0,York County,Virginia,2018
20.6,Clark County,Washington,2018
15.8,Sheboygan County,Wisconsin,2018
17.7,Laramie County,Wyoming,2018
14.7,Monterey County,California,2018
38.3,Douglas County,Colorado,2018
19.4,Duval County,Florida,2018
12.1,Spalding County,Georgia,2018
18.6,Allen County,Indiana,2018
18.8,Ascension Parish,Louisiana,2018
27.2,Washtenaw County,Michigan,2018
30.9,Madison County,Mississippi,2018
15.9,Buchanan County,Missouri,2018
17.5,Greene County,Missouri,2018
21.8,Gloucester County,New Jersey,2018
20.5,Ocean County,New Jersey,2018
22.6,Union County,New Jersey,2018
9.7,Cattaraugus County,New York,2018
21.7,Monroe County,New York,2018
21.0,Tompkins County,New York,2018
10.2,Caldwell County,North Carolina,2018
25.6,Durham County,North Carolina,2018
12.1,Wayne County,North Carolina,2018
28.2,Benton County,Oregon,2018
28.0,Washington County,Oregon,2018
10.0,Carbon County,Pennsylvania,2018
18.3,Lackawanna County,Pennsylvania,2018
17.0,Aiken County,South Carolina,2018
11.8,Henderson County,Texas,2018
22.5,Salt Lake County,Utah,2018
17.1,Spotsylvania County,Virginia,2018
17.9,Elmore County,Alabama,2018
12.6,St. Clair County,Alabama,2018
14.2,Sebastian County,Arkansas,2018
23.6,Napa County,California,2018
28.8,Jefferson County,Colorado,2018
23.9,Alachua County,Florida,2018
15.5,Lake County,Florida,2018
16.7,Volusia County,Florida,2018
16.2,Madison County,Illinois,2018
24.6,Monroe County,Indiana,2018
28.9,Story County,Iowa,2018
31.7,Morris County,New Jersey,2018
14.1,Oneida County,New York,2018
11.7,Oswego County,New York,2018
21.2,Pitt County,North Carolina,2018
6.9,Marion County,Ohio,2018
19.5,Wood County,Ohio,2018
18.4,Yamhill County,Oregon,2018
16.1,Berks County,Pennsylvania,2018
9.6,Sevier County,Tennessee,2018
11.4,Coryell County,Texas,2018
17.6,Parker County,Texas,2018
18.9,Montgomery County,Virginia,2018
19.7,Island County,Washington,2018
12.1,Dodge County,Wisconsin,2018
15.2,Fond du Lac County,Wisconsin,2018
18.4,Lee County,Florida,2018
12.9,Polk County,Florida,2018
21.7,Champaign County,Illinois,2018
10.2,Bullitt County,Kentucky,2018
15.4,Isabella County,Michigan,2018
18.0,Forrest County,Mississippi,2018
30.9,Bergen County,New Jersey,2018
22.0,Warren County,New Jersey,2018
9.8,Allen County,Ohio,2018
13.8,Erie County,Ohio,2018
15.9,Wagoner County,Oklahoma,2018
19.1,Polk County,Oregon,2018
19.5,Dauphin County,Pennsylvania,2018
13.0,Monroe County,Pennsylvania,2018
26.9,Newport County,Rhode Island,2018
26.5,Washington County,Rhode Island,2018
16.1,Oconee County,South Carolina,2018
18.5,Guadalupe County,Texas,2018
13.2,Hidalgo County,Texas,2018
19.9,Midland County,Texas,2018
22.1,Snohomish County,Washington,2018
19.0,Milwaukee County,Wisconsin,2018
16.6,Racine County,Wisconsin,2018
21.2,Ponce Municipio,Puerto Rico,2018
9.3,Merced County,California,2018
30.2,San Mateo County,California,2018
14.2,Matanuska-Susitna Borough,Alaska,2018
11.5,Yuma County,Arizona,2018
19.2,Pulaski County,Arkansas,2018
13.8,Carroll County,Georgia,2018
31.0,Cobb County,Georgia,2018
15.5,Hall County,Georgia,2018
13.1,Kosciusko County,Indiana,2018
17.4,Vanderburgh County,Indiana,2018
21.7,East Baton Rouge Parish,Louisiana,2018
23.0,Carroll County,Maryland,2018
14.3,Wicomico County,Maryland,2018
22.9,Worcester County,Massachusetts,2018
21.5,Ingham County,Michigan,2018
31.7,Hunterdon County,New Jersey,2018
13.7,Niagara County,New York,2018
22.8,Putnam County,New York,2018
15.9,Craven County,North Carolina,2018
12.3,Randolph County,North Carolina,2018
9.3,Ross County,Ohio,2018
20.4,Oklahoma County,Oklahoma,2018
14.4,Jefferson County,Texas,2018
19.1,Lubbock County,Texas,2018
